,iid,id,wave,partner,pid,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_fellow_want,sinc_fellow_want,intel_fellow_want,fun_fellow_want,amb_fellow_want,shar_fellow_want,attr_o_want,sinc_o_want,intel_o_want,fun_o_want,amb_o_want,shar_o_want,attr_self,sinc_self,fun_self,intel_self,amb_self,attr_perceived,sinc_perceived,intel_perceived,fun_perceived,amb_perceived,dec,attr,sinc,intel,fun,amb,shar,like,prob,age_diff
3308,229,16.0,9,1,194.0,0,0.33,24.0,16.0,16.0,20.0,16.0,18.0,14.0,1,8.0,9.0,8.0,6.0,7.0,7.0,7.0,6.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,5,6,2,3,4,1,5,6,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,3,5,4,1,2,0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,0-4
3309,229,16.0,9,2,195.0,1,0.49,27.0,15.38,19.23,19.23,19.23,13.46,13.46,1,8.0,8.0,9.0,9.0,8.0,6.0,7.0,9.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,3,2,4,5,6,2,4,3,1,5,6,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,5,1,4,3,2,1,8.0,9.0,7.0,9.0,5.0,5.0,7.0,7.0,0-4
3310,229,16.0,9,3,196.0,0,-0.4,25.0,17.65,17.65,17.65,15.69,15.69,15.69,0,3.0,3.0,5.0,3.0,6.0,,3.0,5.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,3,2,4,6,5,1,3,4,2,5,6,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,3,2,1,5,4,0,6.0,7.0,8.0,2.0,1.0,1.0,3.0,2.0,0-4
3311,229,16.0,9,4,197.0,0,0.04,24.0,14.0,18.0,20.0,18.0,16.0,14.0,0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,4,1,3,6,5,2,4,3,1,6,5,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,3,4,5,1,2,0,4.0,8.0,8.0,5.0,4.0,3.0,3.0,3.0,0-4
3312,229,16.0,9,5,198.0,0,-0.43,23.0,15.38,19.23,17.31,19.23,9.62,19.23,0,6.0,6.0,8.0,6.0,6.0,5.0,6.0,4.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,3,1,4,6,5,1,4,3,2,6,5,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,1,2,5,3,4,0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,5-9
3313,229,16.0,9,6,199.0,0,0.13,30.0,17.5,17.5,20.0,12.5,20.0,12.5,0,2.0,2.0,10.0,6.0,10.0,2.0,3.0,3.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,3,2,4,6,5,1,3,4,2,5,6,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,1,5,4,2,3,0,5.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,0-4
3314,229,16.0,9,7,200.0,1,0.32,25.0,13.21,18.87,18.87,16.98,16.98,15.09,1,7.0,10.0,8.0,9.0,,8.0,6.0,2.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,3,2,4,5,6,1,3,4,2,5,6,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,3,2,1,5,4,1,8.0,8.0,6.0,6.0,6.0,3.0,,,0-4
3315,229,16.0,9,8,201.0,0,0.47,25.0,15.38,17.31,17.31,17.31,17.31,15.38,0,7.0,7.0,8.0,7.0,7.0,,7.0,6.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,5,6,2,3,4,1,6,5,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,2,1,3,5,4,0,5.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,0-4
3316,229,16.0,9,9,202.0,0,0.46,22.0,15.38,19.23,19.23,19.23,15.38,11.54,1,9.0,9.0,9.0,8.0,9.0,4.0,8.0,6.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,3,2,4,6,5,1,3,4,2,6,5,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,5,4,2,3,1,0,2.0,8.0,9.0,4.0,3.0,2.0,4.0,5.0,5-9
3317,229,16.0,9,10,203.0,0,0.18,22.0,16.0,20.0,18.0,20.0,18.0,8.0,0,8.0,3.0,9.0,8.0,9.0,7.0,8.0,9.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,5,6,2,4,3,1,5,6,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,1,3,2,5,4,0,6.0,6.0,9.0,3.0,1.0,2.0,4.0,5.0,5-9
3318,229,16.0,9,11,204.0,0,0.09,26.0,19.61,15.69,17.65,15.69,17.65,13.73,0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,3,2,4,5,6,1,3,4,2,6,5,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,1,2,5,4,3,0,3.0,5.0,8.0,5.0,8.0,6.0,3.0,4.0,0-4
3319,229,16.0,9,12,205.0,0,0.55,23.0,15.38,17.31,19.23,19.23,11.54,17.31,0,10.0,8.0,6.0,5.0,9.0,5.0,5.0,2.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,3,1,4,6,5,2,4,3,1,5,6,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,1,2,5,4,3,0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,5-9
3320,229,16.0,9,13,206.0,0,0.08,31.0,14.58,16.67,20.83,18.75,16.67,12.5,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,5,6,2,4,3,1,6,5,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,3,1,2,4,5,0,3.0,9.0,8.0,7.0,5.0,4.0,6.0,6.0,0-4
3321,229,16.0,9,14,207.0,0,0.17,23.0,17.31,13.46,17.31,19.23,19.23,13.46,0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,5,6,2,4,3,1,5,6,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,2,4,5,1,3,1,8.0,5.0,5.0,8.0,3.0,6.0,6.0,3.0,5-9
3322,229,16.0,9,15,208.0,1,-0.11,25.0,11.54,13.46,19.23,19.23,19.23,17.31,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,5,6,1,3,4,2,6,5,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,4,3,5,1,2,1,6.0,8.0,7.0,5.0,6.0,3.0,7.0,5.0,0-4
3323,229,16.0,9,16,209.0,0,-0.07,28.0,13.04,21.74,17.39,17.39,15.22,15.22,0,8.0,,8.0,,,,,,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,4,1,3,5,6,2,4,3,1,6,5,4,2,5,3,1,6,8.0,7.0,5.0,10.0,10.0,4,3,2,5,1,0,3.0,9.0,8.0,5.0,6.0,3.0,3.0,3.0,0-4
3324,229,16.0,9,17,210.0,1,0.27,29.0,20.0,15.56,20.0,15.56,11.11,17.78,1,10.0,9.0,9.0,7.0,9.0,,8.0,5.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,1,4,2,3,6,5,1,4,3,2,6,5,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,5,1,2,3,4,1,6.0,8.0,7.0,5.0,6.0,3.0,7.0,5.0,0-4
3325,229,16.0,9,18,211.0,0,0.01,28.0,16.36,16.36,18.18,18.18,16.36,14.55,0,7.0,8.0,9.0,7.0,10.0,4.0,7.0,6.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,3,1,4,5,6,2,4,3,1,6,5,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,1,4,2,3,5,0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0-4
3326,229,16.0,9,19,212.0,0,0.04,27.0,14.29,18.37,18.37,16.33,18.37,14.29,1,7.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,4,1,3,5,6,2,4,3,1,5,6,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,2,5,1,4,3,0,4.0,8.0,7.0,4.0,4.0,3.0,5.0,4.0,0-4
3327,229,16.0,9,20,213.0,0,0.05,25.0,15.52,17.24,17.24,17.24,17.24,15.52,0,8.0,9.0,10.0,8.0,10.0,7.0,7.0,7.0,28.0,1.0,1.0,6,3.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,,2,3,1,4,5,6,2,4,3,1,5,6,5,2,4,3,1,6,8.0,7.0,5.0,10.0,10.0,1,5,2,4,3,1,6.0,8.0,5.0,8.0,5.0,7.0,5.0,5.0,0-4
3328,230,17.0,9,1,194.0,0,-0.02,24.0,16.0,16.0,20.0,16.0,18.0,14.0,0,6.0,10.0,9.0,8.0,8.0,6.0,5.0,5.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,4,2,3,6,5,4,2,3,5,6,1,1,4,5,6,2,3,6.0,6.0,6.0,6.0,6.0,2,1,5,3,4,0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,15-19
3329,230,17.0,9,2,195.0,0,-0.43,27.0,15.38,19.23,19.23,19.23,13.46,13.46,0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,8.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,3,2,1,4,5,6,1,5,6,3,2,4,4,2,3,1,5,6,6.0,6.0,6.0,6.0,6.0,5,2,4,1,3,1,8.0,7.0,7.0,7.0,6.0,5.0,7.0,4.0,15-19
3330,230,17.0,9,3,196.0,0,0.57,25.0,17.65,17.65,17.65,15.69,15.69,15.69,0,2.0,3.0,3.0,3.0,3.0,,3.0,5.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,3,2,4,6,5,4,1,2,6,3,5,2,1,6,3,4,5,6.0,6.0,6.0,6.0,6.0,4,2,3,1,5,1,8.0,7.0,8.0,5.0,5.0,6.0,8.0,4.0,15-19
3331,230,17.0,9,4,197.0,0,0.35,24.0,14.0,18.0,20.0,18.0,16.0,14.0,0,7.0,7.0,7.0,6.0,7.0,3.0,4.0,5.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,2,1,4,3,6,5,2,1,5,4,6,3,5,6,4,3,1,2,6.0,6.0,6.0,6.0,6.0,3,2,4,5,1,1,7.0,6.0,7.0,6.0,5.0,5.0,6.0,4.0,15-19
3332,230,17.0,9,5,198.0,0,0.4,23.0,15.38,19.23,17.31,19.23,9.62,19.23,0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,3,2,4,5,6,3,1,6,5,2,4,2,4,5,1,3,6,6.0,6.0,6.0,6.0,6.0,5,2,3,4,1,1,9.0,8.0,8.0,7.0,5.0,6.0,7.0,4.0,15-19
3333,230,17.0,9,6,199.0,0,0.1,30.0,17.5,17.5,20.0,12.5,20.0,12.5,0,2.0,4.0,4.0,4.0,10.0,4.0,2.0,8.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,2,3,4,5,6,1,6,4,3,2,5,1,3,6,5,2,4,6.0,6.0,6.0,6.0,6.0,2,1,4,3,5,1,8.0,6.0,6.0,5.0,5.0,6.0,7.0,3.0,10-14
3334,230,17.0,9,7,200.0,0,0.06,25.0,13.21,18.87,18.87,16.98,16.98,15.09,0,8.0,7.0,,7.0,6.0,6.0,6.0,2.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,3,4,1,2,6,5,1,2,5,4,6,3,1,2,3,5,6,4,6.0,6.0,6.0,6.0,6.0,3,2,1,4,5,0,6.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,15-19
3335,230,17.0,9,8,201.0,1,-0.83,25.0,15.38,17.31,17.31,17.31,17.31,15.38,1,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,3,4,2,6,5,1,2,4,3,6,5,3,5,2,4,1,6,6.0,6.0,6.0,6.0,6.0,1,2,3,4,5,1,9.0,8.0,9.0,9.0,5.0,5.0,7.0,4.0,15-19
3336,230,17.0,9,9,202.0,0,0.04,22.0,15.38,19.23,19.23,19.23,15.38,11.54,0,5.0,9.0,8.0,8.0,8.0,5.0,5.0,6.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,4,2,3,1,6,5,5,6,1,3,2,4,3,5,6,1,4,2,6.0,6.0,6.0,6.0,6.0,3,4,1,2,5,0,7.0,6.0,7.0,5.0,5.0,3.0,3.0,2.0,20-24
3337,230,17.0,9,10,203.0,0,0.36,22.0,16.0,20.0,18.0,20.0,18.0,8.0,0,4.0,6.0,6.0,7.0,7.0,3.0,3.0,5.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,3,4,2,5,6,1,5,3,6,2,4,3,6,4,2,1,5,6.0,6.0,6.0,6.0,6.0,2,1,5,3,4,1,7.0,7.0,8.0,7.0,5.0,4.0,7.0,3.0,20-24
3338,230,17.0,9,11,204.0,0,0.01,26.0,19.61,15.69,17.65,15.69,17.65,13.73,0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,9.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,4,3,1,2,6,5,5,2,3,4,6,1,4,3,6,2,1,5,6.0,6.0,6.0,6.0,6.0,3,4,1,2,5,0,5.0,8.0,8.0,7.0,7.0,3.0,3.0,3.0,15-19
3339,230,17.0,9,12,205.0,0,0.08,23.0,15.38,17.31,19.23,19.23,11.54,17.31,0,5.0,5.0,6.0,2.0,9.0,3.0,3.0,4.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,4,2,3,5,6,5,6,3,4,1,2,2,1,6,4,5,3,6.0,6.0,6.0,6.0,6.0,5,3,1,4,2,1,6.0,8.0,8.0,8.0,5.0,6.0,7.0,5.0,15-19
3340,230,17.0,9,13,206.0,1,0.09,31.0,14.58,16.67,20.83,18.75,16.67,12.5,1,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,3,2,4,5,6,2,3,4,1,5,6,6,1,2,5,3,4,6.0,6.0,6.0,6.0,6.0,5,4,3,1,2,1,6.0,8.0,9.0,8.0,7.0,7.0,6.0,5.0,10-14
3341,230,17.0,9,14,207.0,0,-0.19,23.0,17.31,13.46,17.31,19.23,19.23,13.46,0,4.0,7.0,6.0,4.0,4.0,4.0,4.0,9.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,3,4,2,5,6,2,4,6,5,1,3,1,4,2,6,3,5,6.0,6.0,6.0,6.0,6.0,3,5,1,4,2,1,9.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,15-19
3342,230,17.0,9,15,208.0,1,0.31,25.0,11.54,13.46,19.23,19.23,19.23,17.31,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,3,4,2,1,6,5,2,3,5,6,1,4,1,6,4,2,3,5,6.0,6.0,6.0,6.0,6.0,5,2,4,1,3,1,9.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,15-19
3343,230,17.0,9,16,209.0,0,0.0,28.0,13.04,21.74,17.39,17.39,15.22,15.22,0,5.0,5.0,7.0,5.0,7.0,,6.0,4.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,3,2,4,1,5,6,4,2,3,1,6,5,3,2,5,4,6,1,6.0,6.0,6.0,6.0,6.0,3,1,2,4,5,0,5.0,8.0,6.0,5.0,6.0,4.0,3.0,1.0,10-14
3344,230,17.0,9,17,210.0,0,0.4,29.0,20.0,15.56,20.0,15.56,11.11,17.78,0,8.0,10.0,,10.0,,,6.5,,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,1,2,4,3,5,6,2,1,5,6,4,3,3,5,4,1,2,6,6.0,6.0,6.0,6.0,6.0,2,3,5,4,1,1,5.0,8.0,8.0,7.0,5.0,7.0,7.0,6.0,10-14
3345,230,17.0,9,18,211.0,1,0.25,28.0,16.36,16.36,18.18,18.18,16.36,14.55,1,6.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,2,4,1,3,6,5,1,6,4,5,2,3,2,3,5,4,1,6,6.0,6.0,6.0,6.0,6.0,3,5,2,1,4,1,9.0,7.0,7.0,7.0,5.0,7.0,8.0,4.0,10-14
3346,230,17.0,9,19,212.0,0,0.31,27.0,14.29,18.37,18.37,16.33,18.37,14.29,0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,2,3,1,4,5,6,1,5,3,4,6,2,3,5,1,4,2,6,6.0,6.0,6.0,6.0,6.0,5,3,1,4,2,1,7.0,6.0,6.0,6.0,6.0,7.0,6.0,3.0,15-19
3347,230,17.0,9,20,213.0,0,0.21,25.0,15.52,17.24,17.24,17.24,17.24,15.52,0,5.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,42.0,1.0,2.0,7,3.0,1.0,1.0,2.0,1.0,10.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,6.0,5.0,,3,4,1,2,5,6,1,2,5,6,3,4,3,1,2,5,6,4,6.0,6.0,6.0,6.0,6.0,1,4,3,5,2,1,9.0,8.0,8.0,8.0,6.0,8.0,9.0,5.0,15-19
3348,231,18.0,9,1,194.0,0,-0.28,24.0,16.0,16.0,20.0,16.0,18.0,14.0,1,8.0,10.0,9.0,8.0,8.0,7.0,7.0,7.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,1,2,6,5,2,6,5,1,3,4,2,6,5,3,1,4,8.0,8.0,8.0,9.0,3.0,1,4,3,2,5,0,5.0,4.0,6.0,5.0,6.0,4.0,4.0,5.0,5-9
3349,231,18.0,9,2,195.0,0,0.17,27.0,15.38,19.23,19.23,19.23,13.46,13.46,0,6.0,10.0,9.0,8.0,10.0,9.0,9.0,9.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,2,1,6,5,1,6,5,2,4,3,2,6,4,3,1,5,8.0,8.0,8.0,9.0,3.0,5,3,4,1,2,1,6.0,8.0,8.0,8.0,4.0,6.0,8.0,6.0,0-4
3350,231,18.0,9,3,196.0,0,0.47,25.0,17.65,17.65,17.65,15.69,15.69,15.69,0,3.0,6.0,7.0,8.0,,3.0,4.0,2.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,1,2,6,5,1,6,5,2,4,3,3,6,5,2,1,4,8.0,8.0,8.0,9.0,3.0,3,4,2,5,1,0,8.0,6.0,7.0,6.0,6.0,3.0,5.0,3.0,5-9
3351,231,18.0,9,4,197.0,1,0.43,24.0,14.0,18.0,20.0,18.0,16.0,14.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,2,1,6,5,1,6,5,2,3,4,3,6,5,2,1,4,8.0,8.0,8.0,9.0,3.0,4,2,3,1,5,1,9.0,5.0,6.0,6.0,6.0,9.0,8.0,10.0,5-9
3352,231,18.0,9,5,198.0,0,0.04,23.0,15.38,19.23,17.31,19.23,9.62,19.23,0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,1,2,6,5,1,6,5,2,4,3,3,6,5,2,1,4,8.0,8.0,8.0,9.0,3.0,2,3,4,5,1,0,3.0,6.0,5.0,1.0,7.0,5.0,3.0,5.0,5-9
3353,231,18.0,9,6,199.0,0,0.39,30.0,17.5,17.5,20.0,12.5,20.0,12.5,0,3.0,3.0,3.0,8.0,8.0,2.0,3.0,7.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,1,2,6,5,2,6,5,1,3,4,2,6,4,3,1,5,8.0,8.0,8.0,9.0,3.0,2,1,3,4,5,1,9.0,4.0,6.0,6.0,6.0,7.0,7.0,5.0,0-4
3354,231,18.0,9,7,200.0,0,0.82,25.0,13.21,18.87,18.87,16.98,16.98,15.09,0,5.0,7.0,8.0,7.0,7.0,,7.0,4.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,2,1,6,5,1,6,5,2,4,3,2,6,4,3,1,5,8.0,8.0,8.0,9.0,3.0,2,5,4,1,3,1,8.0,8.0,7.0,8.0,6.0,8.0,8.0,6.0,5-9
3355,231,18.0,9,8,201.0,0,-0.34,25.0,15.38,17.31,17.31,17.31,17.31,15.38,0,8.0,8.0,8.0,7.0,8.0,3.0,6.0,4.0,30.0,1.0,1.0,6,3.0,5.0,2.0,7.0,9.0,9.0,6.0,8.0,1.0,9.0,9.0,1.0,8.0,9.0,9.0,10.0,1.0,7.0,5.0,,4,3,2,1,6,5,2,6,5,1,3,4,3,6,5,2,1,4,8.0,8.0,8.0,9.0,3.0,5,2,3,1,4,0,6.0,6.0,6.0,5.0,7.0,8.0,5.0,7.0,5-9
