,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_self,sinc_self,fun_self,intel_self,amb_self,dec,attr,sinc,intel,fun,amb,shar,like,prob
955,0,0.63,24.0,5.0,15.0,45.0,25.0,0.0,10.0,1,6.0,6.0,9.0,8.0,8.0,5.0,8.0,4.0,26.0,1.0,5.0,2.0,1.0,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,3.0,2.0,1,5,3,2,4,6,8.0,6.0,8.0,9.0,6.0,0,5.0,7.0,9.0,7.0,5.0,4.0,7.0,2.0
956,0,0.34,27.0,10.0,25.0,25.0,10.0,10.0,20.0,0,5.0,6.0,8.0,6.0,8.0,4.0,5.0,3.0,26.0,1.0,5.0,2.0,1.0,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,3.0,2.0,1,5,3,2,4,6,8.0,6.0,8.0,9.0,6.0,0,6.0,6.0,9.0,6.0,6.0,5.0,6.0,2.0
957,0,0.02,23.0,17.0,17.0,17.0,17.0,17.0,15.0,0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,26.0,1.0,5.0,2.0,1.0,9.0,4.0,9.0,5.0,7.0,5.0,7.0,5.0,5.0,8.0,3.0,7.0,8.0,5.0,8.0,5.0,6.0,3.0,2.0,1,6,2,3,4,5,8.0,6.0,8.0,9.0,6.0,0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0
958,0,-0.37,23.0,17.0,18.0,18.0,15.0,17.0,15.0,0,3.0,10.0,8.0,6.0,7.0,7.0,5.0,10.0,21.0,7.0,5.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,1,2,5,3,6,4,6.0,8.0,8.0,10.0,10.0,1,9.0,8.0,8.0,10.0,9.0,6.0,8.0,1.0
959,1,-0.34,22.0,10.0,20.0,20.0,20.0,15.0,15.0,1,10.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,21.0,7.0,5.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,1,3,6,2,5,4,6.0,8.0,8.0,10.0,10.0,1,6.0,9.0,8.0,6.0,8.0,6.0,9.0,3.0
962,0,-0.34,29.0,5.0,20.0,25.0,15.0,15.0,20.0,0,2.0,10.0,10.0,1.0,7.0,2.0,3.0,1.0,21.0,7.0,5.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,1,2,6,3,5,4,6.0,8.0,8.0,10.0,10.0,0,4.0,8.0,6.0,6.0,5.0,1.0,2.0,0.0
963,1,-0.47,28.0,15.0,15.0,20.0,15.0,15.0,20.0,1,6.0,9.0,8.0,8.0,8.0,5.0,6.0,4.0,21.0,7.0,5.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,1,2,6,3,5,4,6.0,8.0,8.0,10.0,10.0,1,6.0,6.0,8.0,7.0,7.0,2.0,8.0,0.0
966,0,-0.05,27.0,10.0,25.0,25.0,10.0,10.0,20.0,1,5.0,6.0,6.0,4.0,7.0,5.0,6.0,4.0,21.0,7.0,5.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,1,3,6,2,5,4,6.0,8.0,8.0,10.0,10.0,0,7.0,7.0,9.0,8.0,8.0,5.0,6.0,0.0
967,0,-0.37,23.0,17.0,17.0,17.0,17.0,17.0,15.0,0,5.0,7.0,7.0,5.0,7.0,5.0,5.0,4.0,21.0,7.0,5.0,6.0,2.0,9.0,10.0,6.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0,8.0,3.0,10.0,6.0,8.0,2.0,1.0,9.0,5.0,1,3,5,2,6,4,6.0,8.0,8.0,10.0,10.0,1,8.0,8.0,9.0,9.0,8.0,6.0,7.0,1.0
968,0,0.65,23.0,17.0,18.0,18.0,15.0,17.0,15.0,0,3.0,10.0,5.0,3.0,5.0,4.0,3.0,10.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,3,4,2,5,6,7.0,9.0,8.0,8.0,8.0,1,7.0,8.0,7.0,5.0,7.0,5.0,6.0,7.0
969,0,0.44,22.0,10.0,20.0,20.0,20.0,15.0,15.0,1,10.0,10.0,10.0,10.0,9.0,9.0,8.0,7.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,3,4,2,6,5,7.0,9.0,8.0,8.0,8.0,0,5.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0
972,0,0.61,29.0,5.0,20.0,25.0,15.0,15.0,20.0,0,10.0,4.0,8.0,1.0,1.0,3.0,3.0,1.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,2,4,3,5,6,7.0,9.0,8.0,8.0,8.0,0,5.0,8.0,7.0,6.0,5.0,5.0,5.0,6.0
973,0,0.41,28.0,15.0,15.0,20.0,15.0,15.0,20.0,0,7.0,7.0,8.0,8.0,8.0,5.0,6.0,4.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,2,4,3,6,5,7.0,9.0,8.0,8.0,8.0,0,5.0,8.0,7.0,5.0,6.0,5.0,6.0,7.0
974,0,0.33,26.0,30.0,10.0,20.0,20.0,10.0,10.0,0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,3,4,2,5,6,7.0,9.0,8.0,8.0,8.0,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0
975,0,0.21,24.0,5.0,15.0,45.0,25.0,0.0,10.0,0,3.0,8.0,5.0,3.0,7.0,1.0,1.0,3.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,2,4,3,5,6,7.0,9.0,8.0,8.0,8.0,0,5.0,8.0,8.0,5.0,7.0,6.0,6.0,6.0
976,0,0.07,27.0,10.0,25.0,25.0,10.0,10.0,20.0,1,6.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,3,4,2,5,6,7.0,9.0,8.0,8.0,8.0,0,6.0,7.0,8.0,4.0,7.0,6.0,5.0,5.0
977,0,0.45,23.0,17.0,17.0,17.0,17.0,17.0,15.0,0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,22.0,1.0,5.0,6.0,1.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,1,3,4,2,5,6,7.0,9.0,8.0,8.0,8.0,0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0
978,0,-0.31,23.0,17.0,18.0,18.0,15.0,17.0,15.0,1,4.0,10.0,9.0,8.0,9.0,7.0,6.0,8.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,2,5,3,1,6,4,7.0,7.0,8.0,7.0,8.0,0,7.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0
979,0,-0.58,22.0,10.0,20.0,20.0,20.0,15.0,15.0,1,10.0,10.0,10.0,10.0,10.0,9.0,8.0,7.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,1,4,3,2,6,5,7.0,7.0,8.0,7.0,8.0,0,6.0,8.0,6.0,6.0,6.0,5.0,5.0,6.0
983,0,-0.56,28.0,15.0,15.0,20.0,15.0,15.0,20.0,0,6.0,5.0,7.0,8.0,9.0,4.0,4.0,2.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,1,5,3,2,6,4,7.0,7.0,8.0,7.0,8.0,0,3.0,7.0,7.0,3.0,6.0,5.0,3.0,3.0
984,0,0.14,26.0,30.0,10.0,20.0,20.0,10.0,10.0,0,7.0,8.0,8.0,7.0,9.0,7.0,7.0,8.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,2,4,3,1,6,5,7.0,7.0,8.0,7.0,8.0,1,7.0,7.0,7.0,6.0,5.0,5.0,7.0,6.0
985,0,-0.23,24.0,5.0,15.0,45.0,25.0,0.0,10.0,0,4.0,5.0,5.0,5.0,8.0,5.0,3.0,1.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,2,4,3,1,6,5,7.0,7.0,8.0,7.0,8.0,0,4.0,8.0,7.0,6.0,7.0,5.0,2.0,7.0
986,0,-0.01,27.0,10.0,25.0,25.0,10.0,10.0,20.0,1,6.0,6.0,7.0,6.0,5.0,4.0,5.0,3.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,2,4,3,1,6,5,7.0,7.0,8.0,7.0,8.0,0,3.0,7.0,6.0,6.0,5.0,5.0,3.0,1.0
987,0,-0.63,23.0,17.0,17.0,17.0,17.0,17.0,15.0,0,7.0,7.0,7.0,8.0,8.0,5.0,6.0,6.0,22.0,3.0,6.0,4.0,2.0,9.0,9.0,7.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,1.0,2.0,4.0,1,5,3,2,6,4,7.0,7.0,8.0,7.0,8.0,0,6.0,8.0,7.0,7.0,6.0,5.0,6.0,5.0
988,0,-0.06,23.0,17.0,18.0,18.0,15.0,17.0,15.0,0,3.0,10.0,7.0,3.0,5.0,2.0,3.0,3.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,1,5,2,3,4,6,7.0,9.0,9.0,8.0,7.0,0,8.0,10.0,8.0,8.0,10.0,5.0,7.0,1.0
989,0,0.34,22.0,10.0,20.0,20.0,20.0,15.0,15.0,0,8.0,9.0,10.0,10.0,9.0,10.0,9.0,8.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,1,5,2,3,4,6,7.0,9.0,9.0,8.0,7.0,0,7.0,6.0,6.0,8.0,6.0,5.0,5.0,2.0
992,0,0.41,29.0,5.0,20.0,25.0,15.0,15.0,20.0,1,9.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,1,6,2,3,4,5,7.0,9.0,9.0,8.0,7.0,0,6.0,8.0,8.0,7.0,7.0,5.0,5.0,1.0
993,0,0.53,28.0,15.0,15.0,20.0,15.0,15.0,20.0,0,5.0,8.0,8.0,8.0,7.0,4.0,7.0,5.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,2,6,3,1,4,5,7.0,9.0,9.0,8.0,7.0,0,5.0,9.0,10.0,7.0,8.0,7.0,7.0,6.0
994,1,0.21,26.0,30.0,10.0,20.0,20.0,10.0,10.0,1,6.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,3,6,2,1,4,5,7.0,9.0,9.0,8.0,7.0,1,10.0,9.0,9.0,9.0,7.0,8.0,9.0,6.0
995,0,0.59,24.0,5.0,15.0,45.0,25.0,0.0,10.0,0,3.0,8.0,8.0,7.0,8.0,3.0,5.0,5.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,3,6,2,1,4,5,7.0,9.0,9.0,8.0,7.0,0,7.0,8.0,7.0,7.0,3.0,5.0,6.0,3.0
996,0,0.15,27.0,10.0,25.0,25.0,10.0,10.0,20.0,0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,4.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,2,5,3,1,4,6,7.0,9.0,9.0,8.0,7.0,1,8.0,7.0,7.0,9.0,6.0,8.0,8.0,7.0
997,0,0.35,23.0,17.0,17.0,17.0,17.0,17.0,15.0,0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,25.0,1.0,5.0,7.0,2.0,8.0,3.0,5.0,9.0,10.0,10.0,9.0,6.0,8.0,10.0,2.0,9.0,10.0,8.0,8.0,3.0,5.0,9.0,2.0,1,5,2,3,4,6,7.0,9.0,9.0,8.0,7.0,0,7.0,9.0,8.0,9.0,5.0,6.0,6.0,3.0
998,0,0.37,23.0,17.0,18.0,18.0,15.0,17.0,15.0,0,3.0,10.0,9.0,2.0,9.0,3.0,3.0,6.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,3,1,4,2,5,6,7.0,7.0,8.0,8.0,8.0,1,8.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0
999,0,0.23,22.0,10.0,20.0,20.0,20.0,15.0,15.0,0,8.0,8.0,10.0,10.0,9.0,7.0,8.0,8.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,1,4,3,2,6,5,7.0,7.0,8.0,8.0,8.0,1,6.0,8.0,7.0,6.0,5.0,5.0,6.0,5.0
1003,1,0.28,28.0,15.0,15.0,20.0,15.0,15.0,20.0,1,6.0,8.0,8.0,8.0,8.0,5.0,7.0,4.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,2,4,3,1,6,5,7.0,7.0,8.0,8.0,8.0,1,6.0,7.0,8.0,6.0,5.0,7.0,6.0,6.0
1004,0,0.26,26.0,30.0,10.0,20.0,20.0,10.0,10.0,0,7.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,3,1,4,2,5,6,7.0,7.0,8.0,8.0,8.0,1,6.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0
1005,0,0.16,24.0,5.0,15.0,45.0,25.0,0.0,10.0,0,3.0,7.0,4.0,2.0,3.0,2.0,3.0,5.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,3,1,2,4,6,5,7.0,7.0,8.0,8.0,8.0,0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0
1006,1,-0.17,27.0,10.0,25.0,25.0,10.0,10.0,20.0,1,8.0,6.0,8.0,5.0,8.0,5.0,6.0,5.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,4,3,2,1,6,5,7.0,7.0,8.0,8.0,8.0,1,6.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0
1007,0,0.5,23.0,17.0,17.0,17.0,17.0,17.0,15.0,0,5.0,8.0,7.0,6.0,8.0,5.0,5.0,4.0,24.0,3.0,6.0,5.0,3.0,8.0,2.0,8.0,7.0,7.0,7.0,7.0,5.0,9.0,8.0,8.0,5.0,7.0,6.0,8.0,5.0,5.0,5.0,1.0,3,2,4,1,5,6,7.0,7.0,8.0,8.0,8.0,1,6.0,7.0,6.0,8.0,6.0,5.0,6.0,7.0
1022,0,0.32,24.0,10.0,20.0,35.0,20.0,0.0,15.0,0,7.0,7.0,8.0,7.0,5.0,8.0,6.0,5.0,34.0,7.0,2.0,7.0,2.0,1.0,7.0,6.0,8.0,8.0,8.0,5.0,1.0,7.0,7.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,4.0,4,5,1,2,6,3,6.0,6.0,6.0,8.0,4.0,1,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0
1026,1,0.56,28.0,20.0,20.0,20.0,10.0,10.0,20.0,1,8.0,8.0,7.0,7.0,7.0,5.0,7.0,7.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,2,1,3,4,6,6.0,8.0,8.0,8.0,8.0,1,4.0,7.0,8.0,10.0,7.0,7.0,8.0,4.0
1027,0,-0.2,26.0,18.0,18.0,18.0,19.0,13.0,14.0,0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,1,3,2,4,6,6.0,8.0,8.0,8.0,8.0,0,4.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0
1029,1,-0.05,29.0,50.0,7.0,20.0,23.0,0.0,0.0,1,6.0,9.0,9.0,9.0,6.0,6.0,6.0,4.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,4,2,3,1,5,6,6.0,8.0,8.0,8.0,8.0,1,6.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0
1031,1,0.55,28.0,30.0,30.0,20.0,10.0,10.0,0.0,1,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,3,1,2,4,6,6.0,8.0,8.0,8.0,8.0,1,10.0,7.0,8.0,7.0,9.0,9.0,10.0,5.0
1034,0,0.0,32.0,30.0,10.0,30.0,20.0,10.0,0.0,0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,4,1,3,2,5,6,6.0,8.0,8.0,8.0,8.0,1,6.0,7.0,6.0,7.0,4.0,6.0,7.0,6.0
1035,0,0.15,26.0,40.0,5.0,20.0,10.0,10.0,15.0,0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,2,3,1,4,6,6.0,8.0,8.0,8.0,8.0,1,9.0,7.0,7.0,10.0,8.0,7.0,8.0,5.0
1036,0,0.63,27.0,20.0,15.0,25.0,15.0,20.0,5.0,0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,4,2,3,1,5,6,6.0,8.0,8.0,8.0,8.0,0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,3.0
1037,1,-0.28,25.0,30.0,15.0,20.0,20.0,0.0,5.0,1,8.0,7.0,8.0,8.0,7.0,7.0,7.0,3.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,2,3,1,4,6,6.0,8.0,8.0,8.0,8.0,1,7.0,7.0,8.0,10.0,9.0,8.0,9.0,5.0
1039,1,0.63,21.0,19.0,24.0,21.0,23.0,5.0,8.0,1,6.0,8.0,8.0,8.0,9.0,7.0,6.5,7.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,3,2,1,4,6,6.0,8.0,8.0,8.0,8.0,1,9.0,9.0,9.0,10.0,9.0,10.0,10.0,7.0
1040,0,0.41,24.0,10.0,20.0,35.0,20.0,0.0,15.0,0,9.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,2,3,1,4,6,6.0,8.0,8.0,8.0,8.0,1,9.0,7.0,7.0,9.0,6.0,5.0,8.0,6.0
1041,0,0.56,25.0,15.0,10.0,30.0,10.0,5.0,30.0,1,7.0,10.0,8.0,7.0,5.0,4.0,7.0,5.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,4,3,2,1,5,6,6.0,8.0,8.0,8.0,8.0,0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0
1042,0,0.76,28.0,20.0,20.0,15.0,15.0,5.0,25.0,0,6.0,7.0,8.0,6.0,9.0,8.0,5.0,3.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,4,3,1,2,5,6,6.0,8.0,8.0,8.0,8.0,1,8.0,9.0,8.0,9.0,9.0,8.0,8.0,4.0
1043,0,0.29,27.0,20.0,20.0,20.0,20.0,10.0,10.0,0,6.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,22.0,2.0,1.0,4.0,2.0,7.0,1.0,10.0,9.0,9.0,9.0,8.0,3.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,9.0,6.0,4.0,5,1,2,3,4,6,6.0,8.0,8.0,8.0,8.0,0,4.0,6.0,7.0,4.0,5.0,2.0,3.0,2.0
1044,0,0.69,28.0,20.0,20.0,20.0,10.0,10.0,20.0,0,7.0,5.0,6.0,6.0,5.0,3.0,5.0,3.0,23.0,4.0,2.0,7.0,3.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,7.0,0.0,5,1,3,6,2,4,3.0,10.0,3.0,8.0,8.0,0,4.0,2.0,9.0,2.0,10.0,2.0,5.0,1.0
1045,0,-0.16,26.0,18.0,18.0,18.0,19.0,13.0,14.0,0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,3.0,23.0,4.0,2.0,7.0,3.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,7.0,0.0,6,1,2,5,3,4,3.0,10.0,3.0,8.0,8.0,0,2.0,4.0,9.0,4.0,9.0,6.0,5.0,1.0
1054,0,0.59,27.0,20.0,15.0,25.0,15.0,20.0,5.0,0,6.0,8.0,6.0,6.0,4.0,4.0,5.0,2.0,23.0,4.0,2.0,7.0,3.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,7.0,0.0,6,1,2,5,3,4,3.0,10.0,3.0,8.0,8.0,0,9.0,5.0,9.0,9.0,9.0,5.0,7.0,1.0
1055,0,-0.2,25.0,30.0,15.0,20.0,20.0,0.0,5.0,0,5.0,8.0,8.0,6.0,4.0,6.0,5.0,2.0,23.0,4.0,2.0,7.0,3.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,7.0,0.0,6,1,2,5,3,4,3.0,10.0,3.0,8.0,8.0,1,7.0,9.0,9.0,7.0,9.0,7.0,7.0,1.0
1057,1,0.65,21.0,19.0,24.0,21.0,23.0,5.0,8.0,1,6.5,7.0,6.5,5.0,5.0,5.0,5.5,5.0,23.0,4.0,2.0,7.0,3.0,5.0,1.0,7.0,7.0,9.0,5.0,9.0,1.0,3.0,9.0,3.0,9.0,9.0,9.0,7.0,5.0,10.0,7.0,0.0,6,1,3,5,2,4,3.0,10.0,3.0,8.0,8.0,1,9.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0
